No.,Location,geo_State,Full_address,Latitude,Longitude,Fee_Type,ERU(ft2),Fee,Year Created,Population,geo_Accuracy Score,geo_Zipcode
1125,Oberlin,OH,Oberlin OH,41.2843911,-82.2513438,E ,3600,4.39,2018,8312,1,
1126,Painesville,OH,Painesville OH,41.7267953,-81.3232275,E ,2500,2.75,2002,19549,1,
1127,Pickerington,OH,Pickerington OH,39.8963716,-82.8024658,E,2530,4.5,2001,18408,1,
1128,Piqua,OH,Piqua OH,40.1490641,-84.3119641,E,5400,6.7,2009,20592,1,
1129,Poland,OH,Poland OH,41.0206164,-80.631469,E,2500,3.5,2010,2537,0.5,
1130,Portage County,OH,Portage County OH,41.1681972,-81.3364393,E,5800,1.5,2009,162277,1,
1131,Ravenna,OH,Ravenna OH,41.1646423,-81.2810484,E,2750,3,2007,11739,1,
1132,Reynoldsburg,OH,Reynoldsburg OH,39.9597775,-82.8584185,E,2530,2,1996,36293,1,
1133,Rittman,OH,Rittman OH,40.978992,-81.8194904,,,,2015,6593,1,
1134,Sebring,OH,Sebring OH,40.9215635,-81.0395704,D,,4.5,,4391,1,
1135,Sheffield,OH,Sheffield OH,41.453879,-82.1342154,E,2500,3.5,2004,3986,0.8,
1136,Sheffield Lake,OH,Sheffield Lake OH,41.490174,-82.1335219,E,2275,4.85,1999,9145,1,
1137,Sidney,OH,Sidney OH,40.2891598,-84.2372001,E,2752,1.95,1994,21178,1,
1138,Silver Lake,OH,Silver Lake OH,41.1592874,-81.4777015,F,,8,2003,2510,0.8,
1139,Spencerville,OH,Spencerville OH,40.7085501,-84.3699825,V ,,,2008,2218,1,
1140,Springboro,OH,Springboro OH,39.5588064,-84.2690799,D,,3,2003,17588,1,
1141,Springfield,OH,Springfield OH,39.9355349,-83.926626,E,1898,2.25,2011,60333,1,
1142,Stow,OH,Stow OH,41.1693725,-81.5108776,E,3060,3,,34711,1,
1143,Struthers,OH,Struthers OH,41.0485879,-80.6237983,E,3500,3.5,2007,10640,1,
1144,Tallmadge,OH,Tallmadge OH,41.1011767,-81.4910632,E,3000,2,,17473,1,
1145,Toledo,OH,Toledo OH,41.6567265,-83.714339,E,2500,3.8,1999,286038,1,
1146,Trenton,OH,Trenton OH,39.478906,-84.4936979,E,3000,0.3,2003,11931,1,
1147,Trotwood,OH,Trotwood OH,39.789684,-84.3102913,E,4020,4,,2455,0.9,
1148,Troy,OH,Troy OH,40.0429108,-84.2910476,E ,3000,4.65,2007,25143,1,
1149,Trumbell County,OH,Trumbell County OH,41.3143647,-80.7884714,- ,,,2016,206443,1,
1150,Union,OH,Union OH,39.9126284,-84.2921184,T ,,4,1987,6448,0.9,
1151,Upper Arlington,OH,Upper Arlington OH,40.0267655,-83.1078903,F ,,3.75,1991,34223,0.8,
1152,Urbana,OH,Urbana OH,40.1127799,-83.7832577,W ,,5,2017,14239,1,
1153,Vandalia,OH,Vandalia OH,39.8787421,-84.276394,E,4431,2.3,2004,15317,1,
1154,Wadsworth,OH,Wadsworth OH,41.0312452,-81.8029846,E,3500,4.5,2005,21683,1,
1155,Wapakoneta,OH,Wapakoneta OH,40.5707149,-84.2247774,T,,,1994,9843,1,
1156,Warren,OH,Warren OH,41.2416144,-80.8872791,E,648,2.92,,41358,1,
1157,Wellington,OH,Wellington OH,41.1617283,-82.2686114,E,2900,3.5,2010,4806,1,
1158,Wooster,OH,Wooster OH,40.8070067,-82.0033807,E,3050,5.75,1985,26139,1,
1159,Wyoming,OH,Wyoming OH,39.2303461,-84.5189368,V ,,general fund,2011,8398,0.8,
1160,Xenia,OH,Xenia OH,39.6860011,-84.0112716,T,,2.5,,25925,1,
1161,Zanesville,OH,Zanesville OH,39.9658315,-82.0508778,E,2300,3,1987,25531,1,
1162,Bixby,OK,Bixby OK,36.0187111,-95.9878122,E,2650,4,,21137,1,
1163,Broken Arrow,OK,Broken Arrow OK,36.0185999,-95.7776698,E,2650,6.86,2002,100073,1,
1164,Catoosa,OK,Catoosa OK,36.2018731,-95.8363121,D,,2.5,,7226,1,
1165,Chickasha,OK,Chickasha OK,35.0404678,-98.0003357,,,7,2016,16374,1,
1166,Choctaw,OK,Choctaw OK,35.4790353,-97.3132823,F,,3,2005,11364,1,
1167,Edmond,OK,Edmond OK,35.6673151,-97.4772828,E,4860,3,1994,82963,1,
1168,Enid,OK,Enid OK,36.3929504,-98.0148684,E,5000,4.79,2009,49451,1,
1169,Jenks,OK,Jenks OK,36.0011335,-96.0417857,F,,2,2002,17130,1,
1170,Lawton,OK,Lawton OK,34.6028817,-98.4954597,F,,0.75,,98177,1,
1171,McAlester,OK,McAlester OK,34.9191322,-95.8485905,E,2650,2,2016,18301,1,
1172,Miami,OK,Miami OK,36.8812661,-94.9064898,E,,2,,13577,1,
1173,Midwest City,OK,Midwest City OK,35.473832,-97.3577034,W,,2.42,,55427,0.9,
1174,Muskogee,OK,Muskogee OK,35.7307295,-95.4406082,D,,2.37,2005,39231,1,
1175,Oklahoma City,OK,Oklahoma City OK,35.4828466,-97.6192808,M,,5.53,1995,591967,1,
1176,Owasso,OK,Owasso OK,36.293051,-95.9449613,E,3000,4.5,,29854,1,
1177,Ponca City,OK,Ponca City OK,36.7256272,-97.1009202,D,,3.5,,25168,1,
1178,Sand Springs,OK,Sand Springs OK,36.0029439,-96.2635699,E,2650,5.8,,19140,1,
1179,Sapulpa,OK,Sapulpa OK,36.0028661,-96.1935263,D,,4.15,,20691,1,
1180,Stillwater,OK,Stillwater OK,36.1412106,-97.1526453,E ,5000,1,1997,46048,1,
1181,Tahlequah,OK,Tahlequah OK,35.9045939,-95.0135554,D ,,2,,16021,1,
1182,Tulsa,OK,Tulsa OK,36.1524972,-96.0180938,E ,2650,7.03,1986,396466,1,
1183,Woodward,OK,Woodward OK,36.4196916,-99.4776382,,,3,2016,12758,1,
1184,Adair Village,OR ,Adair Village OR ,44.6272863,-123.1600001,F ,,2.5,,843,0.5,
1185,Albany,OR,Albany OR,44.6272863,-123.1600001,E ,3200,5.28,2017,53211,1,
1186,Ashland,OR,Ashland OR,42.1917072,-122.7110231,T ,,4.9,1994,20232,1,
1187,Beaverton,OR,Beaverton OR,45.4839143,-122.8806596,E ,2640,10.78,1989,91625,1,
1188,Bend,OR,Bend OR,44.0612384,-121.384684,E ,3800,5.46,2007,77905,1,
1189,Cannon Beach,OR,Cannon Beach OR,45.8849465,-123.977428,F ,,4.49,1996,1695,1,
1190,Central Point,OR,Central Point OR,42.416384,-122.917383,E ,3000,6.5,2005,17308,1,
1191,Clackamas County,OR,Clackamas County OR,45.1734255,-122.5401147,E ,2500,6.95,,380207,1,
1192,Clatskanie,OR,Clatskanie OR,46.1094313,-123.2377805,D ,,2.5,1999,1738,1,
1193,Coburg,OR ,Coburg OR ,44.1376836,-123.0790596,,,,,1035,0.5,
1194,Corvallis,OR,Corvallis OR,44.5630734,-123.3535761,E ,2750,9.02,1977,54674,1,97330
1195,Cottage Grove,OR,Cottage Grove OR,43.7958556,-123.0890594,E ,2650,5.15,1998,9734,1,97424
1196,Dundee,OR,Dundee OR,45.2754832,-123.0387322,D ,,1.67,1997,3188,1,97115
1197,Estacada,OR,Estacada OR,45.2985438,-122.3708247,F ,,6.5,1998,2725,1,97023
1198,Eugene,OR,Eugene OR,44.0608265,-123.2626331,T ,,12.27,1994,156929,1,97401
1199,Fairview,OR,Fairview OR,45.5468444,-122.4732911,IA ,,12.48,1994,8920,1,97024
1200,Florence,OR,Florence OR,43.9911079,-124.1396243,IA ,,6.49,2005,8466,1,97439
1201,Forest Grove,OR,Forest Grove OR,45.5236644,-123.1820287,E ,2640,7.75,1990,21083,1,97116
1202,Gladstone,OR,Gladstone OR,45.388296,-122.6299753,,,10,2017,11491,1,97027
1203,Grants Pass,OR,Grants Pass OR,42.4308338,-123.4109971,E ,3700,7.5,,37579,1,97526
1204,Gresham,OR,Gresham OR,45.5110127,-122.5028032,E ,2500,12.12,1994,105594,1,97030
1205,Hillsboro,OR,Hillsboro OR,45.5261868,-123.0057171,E ,2640,9.06,,70186,1,97123
1206,Hood River,OR,Hood River OR,45.7098033,-121.5652597,M ,,9.19,2006,7167,1,97031
1207,Hubbard,OR,Hubbard OR,45.1817492,-122.8160002,F ,,,,3173,1,97032
1208,Independence,OR,Independence OR,44.8547644,-123.2315449,E,3250,7.41,2011,8650,1,97351
1209,Jackson County,OR,Jackson County OR,42.4994131,-123.3171454,E ,3000,,2004,181269,1,
1210,Keizer,OR,Keizer OR,45.0052371,-123.0573312,E ,3000,7.47,2007,32203,1,97307
1211,Lake Oswego,OR,Lake Oswego OR,45.4115077,-122.7655416,E ,3030,11.76,1992,35278,1,97034
1212,Lebanon,OR,Lebanon OR,44.5331267,-122.9402729,T ,,3.47,2010,12950,1,97355
1213,Marion County,OR,Marion County OR,44.9219567,-122.7515348,E ,3000,4.55,,330700,1,
1214,Medford,OR,Medford OR,42.3436931,-122.9141646,E ,3730,10.25,1994,63154,1,97501
1215,Milwaukie,OR,Milwaukie OR,45.4434607,-122.6204634,E ,2706,25.22,1994,20490,0.9,97222
1216,Molalla,OR,Molalla OR,45.149243,-122.6204884,E ,2640,3.87,1999,9218,1,97038
1217,Monmouth,OR,Monmouth OR,44.850705,-123.2640429,E ,3542,11.88,2021,10282,1,97361
1218,Newberg,OR,Newberg OR,45.3064577,-122.9925732,E,2877,11.23,2003,18064,1,97132
1219,Newport,OR,Newport OR,44.6213877,-124.1199366,F ,,8.25,,9968,1,97365
1220,Ontario,OR,Ontario OR,44.0314055,-117.047754,F ,,1.16,,10985,1,97914
1221,Oregon City,OR,Oregon City OR,45.3459168,-122.6615595,T ,,10.24,1993,25754,1,97045
1222,Philomath,OR,Philomath OR,44.5429644,-123.3680739,T ,,2,1999,3838,1,97370
1223,Portland,OR,Portland OR,45.5428679,-122.7944095,E ,2280,29.68,1977,593820,1,97201
1224,Redmond,OR,Redmond OR,44.2655456,-121.2513951,F,,7.87,2013,27873,1,97756
1225,Reedsport,OR,Reedsport OR,43.6991662,-124.1415928,E,3000,,,4378,1,97467
1226,Rogue Valley Sewer Services,OR,Rogue Valley Sewer Services OR,42.390765,-122.8902183,E,3000,1,,,0.67,97918
1227,Roseburg,OR,Roseburg OR,43.2212697,-123.4065301,E,3000,5.5,,21790,1,97470
1228,Saint Helens,OR,Saint Helens OR,45.8571588,-122.8557659,E,2500,11.71,2003,12905,1,97051
1229,Salem,OR,Salem OR,44.9331489,-123.1682899,T,,5.04,2010,156244,1,97301
1230,Sandy,OR,Sandy OR,45.4017679,-122.2994379,E,2750,3,2001,9677,1,97055
1231,Scappoose,OR,Scappoose OR,45.7576659,-122.9148665,E,2750,3.13,,6599,1,97056
1232,Sheridan,OR,Sheridan OR,45.0961511,-123.4397889,E,3000,3.5,,6165,1,97378
1233,Silverton,OR,Silverton OR,45.0024953,-122.8127044,E,,7.38,,9222,1,97381
1234,Springfield,OR,Springfield OR,44.0614079,-123.0003323,T,,,,59695,1,97477
1235,Sweet Home,OR,Sweet Home OR,44.3991602,-122.7720326,E,3200,2.4,2007,9035,1,97386
1236,Talent,OR,Talent OR,42.2391574,-122.795723,F,,1.41,2000,6115,1,97540
1237,Tigard,OR,Tigard OR,45.4248424,-122.8002374,E,2640,6.75,,49011,0.9,97224
1238,Troutdale,OR,Troutdale OR,45.5361267,-122.4338687,E,2700,6.4,,16244,1,97060
1239,Tualatin,OR,Tualatin OR,45.3759638,-122.8398706,E,2640,6.96,,26558,1,97062
1240,Turner,OR,Turner OR,44.8490481,-122.9692571,F,,2,,2116,1,97392
1241,Washington County,OR,Washington County OR,45.5487549,-123.394946,E,2640,6.75,,540410,1,
1242,West Linn,OR,West Linn OR,45.313043,-122.8076681,E,2914,5.58,,25392,1,97068
1243,Wilsonville,OR,Wilsonville OR,45.313043,-122.8076681,E,2750,5.25,,19715,1,97070
1244,Allentown,PA,Allentown PA,40.5931867,-75.5538597,E,500,10,2018,120207,1,18101
1245,Baldwin Borough,PA,Baldwin Borough PA,40.3710131,-80.0082489,E,2200,8,2021,19752,0.5,
1246,Bethlehem,PA,Bethlehem PA,40.6253506,-75.4360661,,,,2021,75461,1,18015
1247,Borough of Carlisle,PA,Borough of Carlisle PA,40.2001052,-77.2439197,E,2410,7,2017,19259,1,17013
1248,Borough of Dormont,PA,Borough of Dormont PA,40.3946654,-80.0396798,E,,9,2015,8593,0.5,17981
1249,Borough of Greenville,PA,Borough of Greenville PA,41.4055246,-80.4181718,E,3123,,2016,5860,0.5,
1250,Brighton Township,PA,Brighton Township PA,40.7033444,-80.4303951,E,4700,5.5,2018,8369,0.5,17268
1251,Carlisle,PA,Carlisle PA,40.2001052,-77.2439197,,,,,19153,1,17013
1252,Chambersburg,PA,Chambersburg PA,39.9361672,-77.6891214,V ,,4,2015,20508,1,17201
1253,Chester,PA,Chester PA,39.8440296,-75.4098049,E ,1139,8.25,2017,33972,1,19013
1254,Clarion Borough,PA,Clarion Borough PA,41.2105854,-79.3973775,T ,,9,2019,5305,1,16214
1255,Coraopolis,PA,Coraopolis PA,40.7097665,-80.1740128,E ,1900,7,2019,5530,1,15108
1256,Cranberry Township,PA,Cranberry Township PA,40.7097173,-80.1389925,F ,,4,2019,31560,1,16319
1257,Derry Township,PA,Derry Township PA,40.2842506,-76.6992849,E ,3800,6.5,2016,25074,1,15627
1258,Dormont Borough,PA,Dormont Borough PA,40.3946654,-80.0396798,T ,1883,8,2015,8319,0.67,17981
1259,Duboistown,PA,Duboistown PA,41.2224899,-77.0554805,F ,,15,2020,1163,0.8,17701
1260,Easton,PA,Easton PA,40.6789795,-75.3066556,E ,1797,6.75,2018,27109,1,18040
1261,Ebensburg,PA,Ebensburg PA,40.4890258,-78.7323452,E ,2830,8,2014,3269,1,15931
1262,Ferguson Township,PA,Ferguson Township PA,40.754685,-78.0991854,E ,,9.92,2021,19390,0.5,19007
1263,Fox Chapel Borough,PA,Fox Chapel Borough PA,40.5217775,-79.9208425,E,8400,12.5,2019,5274,0.8,15238
1264,Greencastle Borough,PA,Greencastle Borough PA,39.7918351,-77.7442181,,,14.33,2019,4026,1,17225
1265,Greenville,PA,Greenville PA,41.4055246,-80.4181718,,,,,5459,1,16125
1266,Hampden Township,PA,Hampden Township PA,40.2623438,-77.0452786,E ,3534,4.42,2015,28044,0.5,17350
1267,Hampton Township,PA,Hampton Township PA,40.5851643,-79.9881473,E ,3300,9.58,2019,18235,0.8,17350
1268,Hanover Borough,PA,Hanover Borough PA,39.811752,-76.9991505,E ,2250,5.54,2019,15607,1,17331
1269,Harrisburg,PA,Harrisburg PA,40.2080719,-76.8020021,T ,,6.15,2019,49192,1,17101
1270,Highspire Borough,PA,Highspire Borough PA,40.2080719,-76.8020021,D ,,7,2016,2399,1,17034
1271,Jonestown,PA,Jonestown PA,40.412321,-76.4893917,E,3100,6.67,2012,1931,1,17038
1272,Lancaster,PA,Lancaster PA,40.0400359,-76.3353683,E,1000,7.74,2014,59325,1,17601
1273,Lebanon,PA,Lebanon PA,40.338224,-76.4561319,E,1780,5,,25902,1,17042
1274,LeMoyne Borough,PA,LeMoyne Borough PA,40.3198363,-76.8700831,T,,7.7,,4638,1,17043
1275,Lower Allen Township,PA,Lower Allen Township PA,40.2003655,-76.9964441,E,3115,6.33,2019,19338,0.8,17011
1276,Lower Paxton Township,PA,Lower Paxton Township PA,40.2167214,-76.8312911,E,3400,10.67,2019,49050,1,17872
1277,Lower Swatara Township,PA,Lower Swatara Township PA,40.2167214,-76.8312911,E,3750,7,2019,8268,1,17948
1278,Lycoming County,PA,Lycoming County PA,41.343882,-77.055262,T,2480,10,2020,116111,1,
1279,Meadville,PA,Meadville PA,41.6488249,-80.1824029,E,2660,7.5,2012,13616,1,16335
1280,Monroeville,PA,Monroeville PA,40.4243167,-79.7966878,E,2385,10,2018,28445,1,15146
1281,Moon Township,PA,Moon Township PA,40.5058518,-80.2808384,E,3800,5.5,2020,25580,0.8,15108
1282,Mount Lebanon,PA,Mount Lebanon PA,40.3765791,-80.0858933,E,2400,8,2011,33137,1,17042
1283,New Castle,PA,New Castle PA,40.992977,-80.3917414,E,2500,6,,22142,1,16101
1284,New Sewickley Township,PA,New Sewickley Township PA,40.7229425,-80.2737195,E,6800,6,2020,7197,1,15205
1285,North Fayette Township,PA,North Fayette Township PA,40.4149221,-80.3026686,E,,3.5,2018,13934,0.8,16156
1286,North Lebanon Township,PA,North Lebanon Township PA,40.3642422,-76.4905468,E,3755,3.35,2018,11429,1,17042
1287,North Middleton Township,PA,North Middleton Township PA,40.2437554,-77.2871946,E,3100,8,2020,11649,0.8,15757
1288,O'Hara Township,PA,O'Hara Township PA,40.5099993,-79.9109564,E,3200,8,2020,8892,1,
1289,Philadelphia,PA,Philadelphia PA,40.0026767,-75.2581113,F,,15.8,,1536471,1,19101
1290,Plum Borough,PA,Plum Borough PA,40.4974768,-79.8392392,E,2500,5,2015,27135,0.8,15239
1291,Radnor Township,PA,Radnor Township PA,40.0282035,-75.367711,E,1500,4.83,,31531,0.9,19087
1292,Silver Spring Township,PA,Silver Spring Township PA,40.2498532,-77.0914674,E,4000,9,2019,13657,1,17575
1293,South Williamsport,PA,South Williamsport PA,41.2313875,-77.0049394,F,,10,2020,6379,0.9,17701
1294,Susquehanna Township,PA,Susquehanna Township PA,40.3075701,-76.9054633,T,,11.6,2020,25107,1,18847
1295,Swatera Township,PA,Swatera Township PA,40.2382323,-76.8693991,,,5,2018,24900,0.8,17981
1296,Upper Allen Township,PA,Upper Allen Township PA,40.1801868,-77.0069053,E,3800,5,2018,19857,1,18101
1297,Waynesborough,PA,Waynesborough PA,39.7524511,-77.6177879,E,1600,3.42,2015,10877,1,17268
1298,West Chester,PA,West Chester PA,39.9602166,-75.6231406,T,,11.73,2016,18461,1,19380
1299,White Township,PA,White Township PA,40.6145339,-79.1874544,E,3700,2,2015,15821,1,15490
1300,Whitehall Borough,PA,Whitehall Borough PA,40.3616791,-80.0233434,E,2800,8,2014,13648,0.8,17821
1301,Wyoming Valley,PA,Wyoming Valley PA,41.4495055,-76.1335865,E,1000,5.1,2018,68900,1,18644
1302,Aiken,SC,Aiken SC,33.5309396,-81.7605788,A,,7.9,1993,29828,1,29801
1303,Aiken County,SC,Aiken County SC,33.5380209,-81.8800738,A,,5.42,,160682,1,
1304,Anderson,SC,Anderson SC,34.5244994,-82.7142387,F,,4,2007,26871,1,29621
1305,Beaufort,SC,Beaufort SC,32.4460749,-80.7957308,E,4906,11.25,,12534,1,29901
1306,Beaufort County,SC,Beaufort County SC,32.3908754,-80.9412092,E,4906,7.25,2005,164684,1,
1307,Berkeley County,SC,Berkeley County SC,33.1644621,-80.1843649,E ,2760,4,2014,194020,1,
1308,Bluffton,SC,Bluffton SC,32.2087304,-81.0013042,E,4906,8.17,2001,12734,1,29910
1309,Charleston,SC,Charleston SC,32.8212559,-80.1105615,E,2200,10,1994,122689,1,29401
1310,Charleston County,SC,Charleston County SC,32.8491152,-80.1379129,F,,6,2006,235015,1,
1311,Clemson,SC,Clemson SC,34.683848,-82.8339469,D ,,4,2015,14276,1,29631
1312,Columbia,SC,Columbia SC,34.0377603,-81.2177479,E,2454,11.8,2002,130591,1,29201
1313,Conway,SC,Conway SC,33.8440582,-79.1178172,E,2700,5.25,2003,17513,1,29526
1314,Dorchester County,SC,Dorchester County SC,33.0756674,-80.5754936,E,3735,3.73,2002,140892,1,
1315,Easley,SC,Easley SC,34.8212429,-82.6535648,E,5000,2,2003,20058,1,29640
1316,Florence,SC,Florence SC,34.1704284,-79.9346836,E,2500,3.5,1981,37326,1,29501
1317,Folly Beach,SC,Folly Beach SC,32.6713625,-80.0193728,F,,3,2007,2675,1,29439
1318,Fort Mill,SC,Fort Mill SC,34.99805,-81.0081253,E,3473,6,,,1,29708
1319,Georgetown,SC,Georgetown SC,33.3564327,-79.3298989,M,,2,1993,8950,1,29440
1320,Georgetown County,SC,Georgetown County SC,33.4150938,-79.5840163,E,3770,4.33,2007,55797,1,
1321,Greenville,SC,Greenville SC,34.8332339,-82.3978499,E,2389,6.26,1995,56002,1,29601
1322,Greenville County,SC,Greenville County SC,34.8500133,-82.7358102,D,,1.85,,402000,1,
1323,Greer,SC,Greer SC,34.949824,-82.3923399,E,2500,2.08,2002,16843,1,29650
1324,Hartsville,SC,Hartsville SC,34.3698076,-80.1538957,F,,4,2008,7556,1,29550
1325,Hilton Head Island,SC,Hilton Head Island SC,32.1836148,-80.8174359,E,4906,9.06,2001,33862,1,29925
1326,Horry County,SC,Horry County SC,33.9347239,-79.199388,E,5000,3.7,2000,196629,1,
1327,Isle of Palms,SC,Isle of Palms SC,32.807206,-79.760516,R,,6,2007,4133,1,29451
1328,Lancaster County,SC,Lancaster County SC,34.7674411,-80.9391454,F,,6.25,2017,,1,
1329,Monck's Corner,SC,Monck's Corner SC,33.1974657,-80.0187841,E,,3,2019,7885,1,29461
1330,Mount Pleasant,SC,Mount Pleasant SC,32.8484589,-79.9563036,D,,5,,47609,1,29464
1331,Myrtle Beach,SC,Myrtle Beach SC,33.7198685,-78.9488473,E,5000,6.25,1999,22759,1,29572
1332,North Augusta,SC,North Augusta SC,33.5209471,-81.988507,T,,5,2002,17574,1,29841
1333,North Charleston,SC,North Charleston SC,32.9133586,-80.1598147,E,2900,6,2003,79641,1,29405
1334,North Myrtle Beach,SC,North Myrtle Beach SC,33.825091,-78.8299731,E,3500,8,2005,14118,1,29582
1335,Port Royal,SC,Port Royal SC,32.3570582,-80.7860429,E,4906,4.17,,10790,1,29935
1336,Rock Hill,SC,Rock Hill SC,34.9429457,-81.0966998,F,,4.25,,67423,1,29730
1337,Spartanburg,SC,Spartanburg SC,34.9421015,-81.9924612,E ,2000,3.5,2010,37334,1,29301
1338,Sullivan's Island,SC,Sullivan's Island SC,32.7709617,-79.8462648,R,,,2007,1911,1,29482
1339,Summerville,SC,Summerville SC,32.9999445,-80.2501774,F ,,4,,44783,1,29483
1340,Sumter,SC,Sumter SC,33.9263537,-80.4122889,D,,2.5,2011,40526,1,29150
1341,Sumter County,SC,Sumter County SC,33.9065563,-80.5502282,T,,1.25,2010,107460,1,
1342,Surfside Beach,SC,Surfside Beach SC,33.6098604,-78.97769,,,6.83,2019,3837,0.9,29575
1343,Tega Cay,SC,Tega Cay SC,35.0379528,-81.0502053,E,3500,9,,7773,0.8,29715
1344,Aberdeen,SD,Aberdeen SD,45.462948,-98.5293816,IA ,,0.86,2005,26297,1,57401
1345,Brookings,SD,Brookings SD,44.3010149,-96.8576326,V ,,,1996,22228,1,57006
1346,Rapid City,SD,Rapid City SD,44.0696281,-103.3226625,LU ,,2.5,2013,67956,1,57701
1347,Sioux Falls,SD,Sioux Falls SD,43.5513609,-96.863923,V ,,,1982,156592,1,57101
1348,Alcoa,TN,Alcoa TN,35.8210354,-84.0399613,E,2696,4,2008,8570,1,37701
1349,Belle Meade,TN,Belle Meade TN,36.0978733,-86.8741565,E,12200,7.47,2010,2881,0.8,37801
1350,Bristol,TN,Bristol TN,36.5322,-82.3494923,T ,,2,2014,26626,1,37620
1351,Chattanooga,TN,Chattanooga TN,35.180662,-85.0217579,E,,12.69,1993,171279,1,37401
1352,Cleveland,TN,Cleveland TN,35.180662,-85.0217579,E,3830,3.25,2015,41285,1,37311
1353,Collierville,TN,Collierville TN,35.0585408,-89.7623547,F,,2.25,,44324,1,38017
1354,Dyersburg,TN,Dyersburg TN,36.0388994,-89.4461847,E,1500,1,2012,17043,1,38024
1355,Franklin,TN,Franklin TN,35.9055817,-86.9179802,E,3350,3.65,2004,66280,1,37064
1356,Gallatin,TN,Gallatin TN,36.382359,-86.6093749,E,3650,5,2018,30278,1,37066
1357,Germantown,TN,Germantown TN,35.0751163,-89.8602646,T,,3.25,2010,39161,1,38138
1358,Goodlettsville,TN,Goodlettsville TN,36.4233634,-86.8343199,D,,3.67,2012,16176,1,37072
1359,Greenbrier,TN,Greenbrier TN,36.4233634,-86.8343199,,,,2020,6839,1,37073
1360,Hamilton County,TN,Hamilton County TN,35.2212923,-85.3491659,D,,0.75,,11530,1,
1361,Hendersonville,TN,Hendersonville TN,36.3082514,-86.7378709,E,3930,6,2018,57050,1,37075
1362,Johnson City,TN,Johnson City TN,36.3472264,-82.4772012,T,,3,2007,63815,1,37601
1363,Kingsport,TN,Kingsport TN,36.5066563,-82.6678364,E ,3794,3.5,2011,49232,1,37660
1364,La Vergne,TN,La Vergne TN,36.1871121,-86.4893224,E ,3181,3.5,2005,33389,1,37086
1365,Lakeland,TN,Lakeland TN,35.261166,-89.7987387,E ,,3.2,,12617,0.8,38002
1366,Lebanon,TN,Lebanon TN,36.1871121,-86.4893224,T ,,2.5,2017,31317,1,37087
1367,Lenoir City,TN,Lenoir City TN,35.743162,-84.144293,T ,,3,2017,9106,1,37771
1368,Maryville,TN,Maryville TN,35.743162,-84.144293,E ,2400,3.97,2003,27646,1,37801
1369,Memphis,TN,Memphis TN,35.1293862,-90.1108704,E ,3147,4.64,2006,652050,1,38101
1370,Millington,TN,Millington TN,35.3333848,-89.9625592,E ,3000,3.8,2006,10257,1,38053
1371,Morristown,TN,Morristown TN,36.2024483,-83.4524259,E ,2400,2.5,2008,29374,1,37813
1372,Murfreesboro,TN,Murfreesboro TN,35.8618207,-86.4904887,E ,3470,3.25,2007,100575,1,37127
1373,Nashville/Davidson County,TN,Nashville/Davidson County TN,36.186836,-86.9253288,T ,,6,2009,635475,1,37201
1374,Portland,TN,Portland TN,36.5818133,-86.6538348,T ,,5,2016,11480,1,37148
1375,Shelby County,TN,Shelby County TN,35.2020339,-90.1116218,D ,,1.5,2009,282141,1,
1376,Signal Mountain,TN,Signal Mountain TN,35.1438666,-85.3838079,E ,3960,3.3,2002,7655,1,37377
1377,Smyrna,TN,Smyrna TN,35.9721389,-86.5779183,E ,3543,3.47,2008,25569,1,37167
1378,Spring Hill,TN,Spring Hill TN,35.7427291,-86.9936722,E ,3412,3.5,2009,29735,1,37174
1379,Springfield,TN,Springfield TN,36.4975905,-86.9494792,E ,3465,2,,,1,37172
1380,Tullahoma,TN,Tullahoma TN,35.3709427,-86.2679857,V ,,0,,17994,1,37388
1381,Abilene,TX,Abilene TX,32.4840985,-99.8764611,T ,,3.25,2003,118117,1,79601
1382,Addison,TX,Addison TX,33.1143121,-96.7427317,T,,10.5,2012,13056,1,75001
1383,Allen,TX,Allen TX,33.1143121,-96.7427317,F,,3.5,1993,76600,1,75002
1384,Amarillo,TX,Amarillo TX,35.2021668,-101.9450239,E,2800,2.82,2011,193675,1,79101
1385,Arlington,TX,Arlington TX,32.7020541,-97.2754967,E,2800,7.5,1994,373698,1,76001
1386,Austin,TX,Austin TX,30.3079827,-97.8934852,E,1763,13.57,2003,820611,1,78701
1387,Azle,TX,Azle TX,32.910159,-97.6200043,E,1500,3,2000,11170,1,76020
1388,Baytown,TX,Baytown TX,29.7460443,-95.0928383,E,1979,3,2004,73322,1,77520
1389,Bedford,TX,Bedford TX,32.8450023,-97.1691774,E,2727,4.5,2002,48043,1,76021
1390,Belton,TX,Belton TX,31.0433502,-97.5541663,T,,4,2007,18486,1,76513
1391,Benbrook,TX,Benbrook TX,32.6853499,-97.5268988,E,3186,6.5,2007,21715,0.5,
1392,Bexar County,TX,Bexar County TX,29.4378789,-98.7419112,T,,1.1,2008,145336,1,
1393,Boerne,TX,Boerne TX,29.7889095,-98.8150783,E,4700,4,2019,16056,1,78006
1394,Brenham,TX,Brenham TX,30.1591172,-96.4284039,E,2685,3.75,2019,16951,1,77833
1395,Bryan,TX,Bryan TX,30.6608942,-96.4933243,F,,2.8,1997,77321,1,77801
1396,Burkburnett,TX,Burkburnett TX,34.0699978,-98.6310723,E,3500,1.5,2007,10740,1,76354
1397,Celina,TX,Celina TX,33.3287558,-96.8740005,E,5000,7.9,2016,6744,1,75009
